City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,kununurra,-15.7667,128.7333,17.99,42,3,2.57,AU,1683839678
285,kokopo,-4.352,152.2633,25.93,85,100,1.99,PG,1683839679
286,komsomolets,53.7453,62.0708,9.23,48,69,3.0,KZ,1683839679
287,chibougamau,49.9168,-74.3659,19.78,29,13,3.74,CA,1683839679
288,wangdue phodrang,27.4862,89.8991,13.44,50,0,0.91,BT,1683839679
289,balkashino,52.5167,68.7667,8.37,66,73,3.32,KZ,1683839680
290,torrington,41.8007,-73.1212,27.01,28,4,2.24,US,1683839523
291,kerema,-7.9631,145.7785,25.86,86,99,1.29,PG,1683839680
292,zharkent,44.1628,80.0,21.24,15,100,1.38,KZ,1683839680
293,port blair,11.6667,92.75,28.49,78,100,9.93,IN,1683839681
294,mhamid,29.82,-5.72,32.98,7,34,6.94,MA,1683839681
295,colonia,50.9333,6.95,13.87,90,20,1.54,DE,1683839439
296,levanger,63.7464,11.2996,11.03,80,100,0.76,NO,1683839682
297,mayya,61.7333,130.2811,-1.38,56,100,3.28,RU,1683839682
298,callao,-12.0667,-77.15,25.95,68,100,7.72,PE,1683839682
299,newman,37.3138,-121.0208,26.19,46,82,3.13,US,1683839682
300,inhambane,-23.865,35.3833,21.86,81,15,3.28,MZ,1683839683
301,whakatane,-37.9585,176.9854,10.43,81,13,1.34,NZ,1683839683
302,sisimiut,66.9395,-53.6735,-2.05,88,100,7.27,GL,1683839683
303,woolgoolga,-30.1106,153.2007,13.36,85,8,1.88,AU,1683839683
304,qamdo,31.1667,97.2333,-3.93,78,96,1.86,CN,1683839684
305,uwajima,33.2238,132.56,14.23,59,1,2.19,JP,1683839684
306,buka,40.8108,69.1986,24.31,30,100,0.39,UZ,1683839684
307,shizuoka,34.9769,138.3831,13.84,88,40,1.03,JP,1683839685
308,barra de santo antonio,-9.4047,-35.5072,26.6,77,13,5.16,BR,1683839685
309,leava,-14.3,-178.1667,28.82,70,19,8.12,WF,1683839685
310,ciudad lazaro cardenas,17.9583,-102.2,30.16,62,75,5.2,MX,1683839401
311,launceston,-41.45,147.1667,9.8,90,100,2.57,AU,1683839686
312,chimore,-16.9833,-65.1333,26.05,69,100,0.49,BO,1683839429
313,kapit,2.0167,112.9333,23.41,97,56,0.27,MY,1683839686
314,pommelsbrunn,49.5044,11.511,10.64,99,100,1.91,DE,1683839686
315,pyapon,16.2833,95.6833,28.02,77,100,4.64,MM,1683839687
316,meulaboh,4.1363,96.1285,25.58,90,69,2.36,ID,1683839687
317,san ignacio de velasco,-16.3667,-60.95,24.09,85,87,1.36,BO,1683839687
318,qingquan,30.4511,115.2559,14.23,87,0,1.17,CN,1683839688
319,jiuquan,39.7432,98.5174,13.1,20,44,2.15,CN,1683839688
320,dalandzadgad,43.5708,104.425,5.32,66,2,5.3,MN,1683839688
321,fray luis a. beltran,-32.7912,-60.7282,17.77,67,0,1.54,AR,1683839688
322,forster,-32.1667,152.5167,12.65,90,10,2.16,AU,1683839689
323,hithadhoo,-0.6,73.0833,27.95,80,100,6.26,MV,1683839689
324,antofagasta,-23.65,-70.4,17.6,72,2,2.28,CL,1683839558
325,rongelap,11.1635,166.8941,27.28,83,94,7.29,MH,1683839690
326,fort st. john,56.2499,-120.8529,21.31,31,29,1.82,CA,1683839690
327,arkhangel'sk,64.5401,40.5433,3.72,96,46,2.28,RU,1683839473
328,benguela,-12.5763,13.4055,25.1,88,7,0.95,AO,1683839612
329,manaure,11.7751,-72.4445,32.25,49,50,6.91,CO,1683839691
330,sinop,41.7711,34.8709,6.5,93,86,2.23,TR,1683839691
331,egilsstadir,65.2653,-14.3948,11.24,72,100,5.09,IS,1683839648
332,san jose,37.3394,-121.895,22.42,56,20,9.26,US,1683839347
333,ulsteinvik,62.3432,5.8487,11.61,94,99,0.79,NO,1683839692
334,sitka,57.0531,-135.33,13.94,51,75,6.17,US,1683839692
335,kirakira,-10.4544,161.9205,27.58,84,63,4.85,SB,1683839692
336,vernon,50.2581,-119.2691,24.61,28,75,1.03,CA,1683838837
337,ribas do rio pardo,-20.4431,-53.7592,20.34,73,73,3.05,BR,1683839693
338,nahiyat ash shinafiyah,31.5874,44.6602,30.96,14,0,4.3,IQ,1683839693
339,fomboni,-12.28,43.7425,27.66,72,2,2.3,KM,1683839693
340,saiha,22.4833,92.9667,21.22,70,100,1.28,IN,1683839693
341,ryotsu-minato,38.0833,138.4333,11.26,72,0,2.58,JP,1683839411
342,pacific grove,36.6177,-121.9166,19.19,75,75,5.14,US,1683839694
343,el calafate,-50.3408,-72.2768,8.53,77,100,2.7,AR,1683839694
344,misratah,32.3754,15.0925,19.2,71,19,1.65,LY,1683839694
345,papao,-17.75,-149.55,27.82,91,100,8.77,PF,1683839695
346,oppdal,62.5943,9.6912,8.33,90,100,1.07,NO,1683839695
347,lamu,-2.2717,40.902,27.12,85,67,5.22,KE,1683839696
348,haiku-pauwela,20.9219,-156.3051,29.01,45,20,9.26,US,1683839694
349,nikolayevsk-on-amure,53.1406,140.73,4.07,68,10,1.29,RU,1683839696
350,yazykovo,55.2199,56.1353,8.25,67,99,3.95,RU,1683839696
351,sidney,-33.8679,151.2073,12.44,89,20,3.6,AU,1683839538
352,bogo,11.0517,124.0055,26.74,85,98,3.22,PH,1683839697
353,indramayu,-6.3264,108.32,27.09,83,92,4.04,ID,1683839697
354,horta,38.5333,-28.6333,15.57,82,2,2.24,PT,1683839697
355,mount pearl,47.5166,-52.7813,9.69,44,14,4.02,CA,1683839698
356,valley city,46.9233,-98.0032,25.29,53,0,6.17,US,1683839698
357,dinghaicun,26.2847,119.7936,17.49,75,94,4.22,CN,1683839698
358,plettenberg bay,-34.0527,23.3716,14.59,85,100,5.37,ZA,1683839699
359,remire-montjoly,4.9167,-52.2667,25.02,88,75,1.03,GF,1683839699
360,bengkulu,-3.8004,102.2655,25.35,85,62,2.3,ID,1683839699
361,portland,45.5234,-122.6762,24.91,48,62,2.24,US,1683839098
362,lerwick,60.1545,-1.1494,9.0,90,2,3.63,GB,1683839700
363,noosa heads,-26.3833,153.15,16.17,74,11,5.88,AU,1683839700
364,ridder,50.355,83.5133,13.2,65,92,2.27,KZ,1683839700
365,qacha's nek,-30.1154,28.6894,9.37,44,100,1.31,LS,1683839700
366,mossendjo,-2.9506,12.7261,21.53,97,100,0.18,CG,1683839701
367,midvagur,62.0511,-7.1939,9.46,81,100,1.54,FO,1683839701
368,ancud,-41.8697,-73.8203,13.13,90,100,4.18,CL,1683839701
369,flying fish cove,-10.4217,105.6791,26.82,94,100,6.69,CX,1683839702
370,richards bay,-28.783,32.0377,19.31,90,0,2.66,ZA,1683839702
371,atar,20.5169,-13.0499,31.82,25,97,4.08,MR,1683839703
372,sergeyevka,53.88,67.4158,8.24,64,100,4.81,KZ,1683839703
373,klaksvik,62.2266,-6.589,9.51,85,1,2.95,FO,1683839704
374,el porvenir,13.7617,-87.3458,23.63,37,48,4.24,HN,1683839704
375,zakynthos,37.7914,20.8953,17.58,76,0,1.04,GR,1683839705
376,kaoma,-14.7833,24.8,15.17,50,1,2.63,ZM,1683839705
377,almazan,41.4865,-2.5309,9.27,78,3,4.18,ES,1683839705
378,teknaf,20.8624,92.3058,25.8,88,99,1.61,BD,1683839706
379,tchintabaraden,15.8969,5.7985,34.76,15,72,3.09,NE,1683839706
380,laayoune,27.1622,-13.2032,19.34,75,6,8.8,EH,1683839595
381,kailua-kona,19.6406,-155.9956,27.98,81,40,6.17,US,1683839679
382,crane,31.3974,-102.3501,30.05,8,0,6.99,US,1683839707
383,ialibu,-6.2821,143.9935,14.08,95,100,1.2,PG,1683839707
384,kolyshley,52.7005,44.5367,8.63,86,100,4.98,RU,1683839708
385,weno,7.4515,151.8468,28.57,77,76,2.6,FM,1683839709
386,tosontsengel,48.7567,98.2839,3.8,43,72,1.01,MN,1683839710
387,rio preto da eva,-2.6994,-59.6997,25.84,95,75,1.31,BR,1683839711
388,brindisi,40.5833,17.6667,16.54,89,0,4.8,IT,1683839711
389,mugia,43.1041,-9.2179,14.39,76,3,7.3,ES,1683839712
390,cochin,9.9399,76.2602,25.99,80,100,0.8,IN,1683839712
391,constitucion,-35.3333,-72.4167,17.68,64,95,6.36,CL,1683839712
392,la gi,10.6667,107.7833,26.97,83,100,2.93,VN,1683839713
393,queenstown,-31.8976,26.8753,11.32,92,76,1.91,ZA,1683839647
394,kabalo,-6.05,26.9167,22.53,84,60,1.7,CD,1683839713
395,dodge city,37.7528,-100.0171,23.86,74,20,7.72,US,1683839714
396,ghormach,35.7306,63.7826,21.66,41,2,2.3,AF,1683839714
397,poronaysk,49.2167,143.1167,4.17,79,100,1.21,RU,1683839714
398,hirara,24.8,125.2833,22.84,64,70,5.16,JP,1683839715
399,pontianak,-0.0333,109.3333,25.99,100,31,0.51,ID,1683839481
400,mazagao,-0.115,-51.2894,25.03,85,47,1.54,BR,1683839720
401,nandu,22.8525,110.8233,19.68,97,100,1.58,CN,1683839721
402,prince rupert,54.3161,-130.3201,12.83,54,100,8.75,CA,1683839721
403,walnut,34.0203,-117.8653,24.4,55,20,3.09,US,1683839460
404,cozumel,20.5083,-86.9458,31.04,70,75,4.63,MX,1683839721
405,mirnyy,62.5353,113.9611,-5.72,90,12,2.09,RU,1683839722
406,cadale,2.7603,46.3222,27.09,87,97,7.08,SO,1683839722
407,lazaro cardenas,17.9583,-102.2,30.16,62,75,5.2,MX,1683839722
408,zag,46.9441,99.165,3.67,46,76,0.75,MN,1683839723
409,berberati,4.2612,15.7922,22.55,80,51,1.0,CF,1683839723
410,naolinco de victoria,19.65,-96.85,26.42,52,58,1.13,MX,1683839723
411,polyarnyy,69.1989,33.4478,3.19,99,100,2.06,RU,1683839723
412,aykhal,66.0,111.5,-1.17,96,100,7.79,RU,1683839724
413,espoo,60.25,24.6667,10.22,60,0,3.13,FI,1683839617
414,usinsk,65.9939,57.5281,-0.23,87,100,4.88,RU,1683839724
415,san isidro de curuguaty,-24.5167,-55.7,17.78,66,0,1.95,PY,1683839724
416,grao de murviedro,39.6417,-0.2389,19.03,71,40,1.03,ES,1683839725
417,baiti,13.745,-14.7482,36.05,19,74,3.38,SN,1683839725
418,twon-brass,4.3151,6.2418,28.22,74,58,4.23,NG,1683839726
419,montepuez,-13.1256,38.9997,19.09,92,99,1.88,MZ,1683839726
420,kharkhorin,47.1975,102.8238,1.77,84,9,2.49,MN,1683839726
421,la'ie,21.6477,-157.9253,26.98,74,25,2.68,US,1683839433
422,san fernando,15.0286,120.6898,26.16,86,97,1.5,PH,1683839727
423,keyser,39.4409,-78.9739,27.19,36,23,0.89,US,1683839727
424,kunshan,31.3776,120.9543,17.17,55,100,1.25,CN,1683839727
425,sur,22.5667,59.5289,31.76,45,0,3.89,OM,1683839283
426,peniche,39.3558,-9.3811,16.27,83,0,12.6,PT,1683839728
427,yesilhisar,38.3497,35.0867,15.0,64,82,1.51,TR,1683839728
428,fort bragg,35.139,-79.006,29.0,39,20,3.6,US,1683839728
429,porto novo,6.4965,2.6036,28.15,82,61,3.37,BJ,1683839729
430,puerto ayacucho,5.6639,-67.6236,30.02,65,55,1.39,VE,1683839729
431,smidovich,48.6,133.8167,9.79,63,0,1.55,RU,1683839729
432,nelson bay,-32.7167,152.15,13.89,100,11,1.34,AU,1683839729
433,gualaceo,-2.9,-78.7833,22.81,80,98,2.3,EC,1683839730
434,alice springs,-23.7,133.8833,2.75,81,0,2.35,AU,1683839730
435,kruisfontein,-34.0033,24.7314,14.92,81,100,7.5,ZA,1683839731
436,bonthe,7.5264,-12.505,27.59,79,73,3.72,SL,1683839731
437,ust-tsilma,65.441,52.1498,2.02,100,100,1.89,RU,1683839731
438,angra do heroismo,38.65,-27.2167,17.84,95,59,2.84,PT,1683839733
439,camocim,-2.9022,-40.8411,26.54,86,77,4.1,BR,1683839541
440,hammerfest,70.6634,23.6821,6.25,100,75,2.57,NO,1683839734
441,whangarei,-35.7317,174.3239,11.5,78,8,1.46,NZ,1683839739
442,iquique,-20.2208,-70.1431,19.02,64,41,1.84,CL,1683839739
443,san miguel de cauri,-10.1,-76.5833,10.66,71,100,2.21,PE,1683839740
444,brokopondo,4.75,-55.1667,25.22,92,80,3.64,SR,1683839740
445,baramula,34.2,74.35,11.27,52,100,0.49,IN,1683839740
446,west livingston,30.6983,-95.0019,30.03,72,100,6.26,US,1683839741
447,santa ana,33.7456,-117.8678,24.25,57,75,3.6,US,1683839319
448,saint-denis,48.9167,2.3333,13.09,76,0,2.06,FR,1683839741
449,umm kaddadah,13.6017,26.6876,32.9,27,96,3.37,SD,1683839742
450,homer,59.6425,-151.5483,10.94,52,0,2.57,US,1683839742
451,robertsport,6.7533,-11.3686,27.92,83,100,3.08,LR,1683839742
452,sao jose da coroa grande,-8.8978,-35.1478,25.86,76,11,4.34,BR,1683839742
453,shache,38.4167,77.2406,16.18,12,45,1.96,CN,1683839743
454,khonsa,27.0167,95.5667,17.98,52,91,1.98,IN,1683839743
455,mil'kovo,55.6078,37.7956,11.86,80,82,1.77,RU,1683839743
456,vadso,70.0744,29.7487,7.49,87,0,1.03,NO,1683839743
457,chela,34.069,104.4619,6.3,66,100,1.57,CN,1683839744
458,khlevnoye,52.1951,39.0932,11.01,87,49,3.24,RU,1683839744
459,happy valley-goose bay,53.3168,-60.3315,12.17,24,20,3.6,CA,1683839744
460,fortuna,40.5982,-124.1573,14.25,84,100,5.66,US,1683839299
461,port saint john's,-31.6229,29.5448,20.89,79,100,5.33,ZA,1683839745
462,mogocha,53.7333,119.7667,3.81,83,100,4.95,RU,1683839745
463,sheregesh,52.9209,87.9869,9.55,88,71,3.41,RU,1683839745
464,cockburn town,21.4612,-71.1419,27.02,74,35,5.23,TC,1683839745
465,atbara,17.7022,33.9864,32.59,9,0,4.26,SD,1683839746
466,ndola,-12.9587,28.6366,13.11,73,5,2.13,ZM,1683839746
467,murghob,38.1702,73.9667,-1.92,50,84,2.46,TJ,1683839746
468,tofol,5.3248,163.0078,26.44,83,98,1.62,FM,1683839747
469,berezovyy,51.6667,135.7,8.03,56,23,1.09,RU,1683839747
470,tsiroanomandidy,-18.7667,46.0333,20.18,74,98,0.54,MG,1683839747
471,alesund,62.4723,6.1549,11.61,98,75,1.03,NO,1683839590
472,pedernales,18.0384,-71.744,29.86,60,67,2.29,DO,1683839748
473,luena,-11.7833,19.9167,14.86,55,0,0.37,AO,1683839748
474,indian harbour beach,28.1489,-80.5884,31.14,69,0,6.69,US,1683839748
475,gadzhiyevo,69.2551,33.3362,2.41,100,100,1.95,RU,1683839748
476,autun,46.95,4.3,8.02,99,100,1.11,FR,1683839749
477,libenge,3.65,18.6333,24.18,81,98,0.43,CD,1683839749
478,tarija,-21.5355,-64.7296,16.71,77,99,3.73,BO,1683839525
479,la tuque,47.4334,-72.7824,24.14,22,0,3.6,CA,1683839750
480,bulandshahr,28.4,77.85,29.33,12,1,1.44,IN,1683839316
481,cuichapa,18.7667,-96.8667,30.37,52,60,2.43,MX,1683839750
482,biltine,14.5333,20.9167,32.87,28,100,6.38,TD,1683839750
483,lipova,46.0833,21.7,13.57,67,100,2.31,RO,1683839751
484,mahina,-17.5065,-149.489,27.87,69,75,3.09,PF,1683839690
485,mount gambier,-37.8333,140.7667,11.09,93,84,0.87,AU,1683839751
486,maceio,-9.6658,-35.7353,26.69,83,0,3.09,BR,1683839751
487,outokumpu,62.7269,29.0159,7.94,58,17,2.77,FI,1683839752
488,lompoc,34.6391,-120.4579,23.16,71,75,11.62,US,1683839539
489,la ronge,55.1001,-105.2842,24.12,21,20,4.12,CA,1683839752
490,al jadid,27.05,14.4,23.21,34,3,4.14,LY,1683839752
491,zunyi,27.6867,106.9072,14.38,90,100,1.61,CN,1683839753
492,akhty,41.4597,47.7312,12.8,88,100,1.71,RU,1683839753
493,nishinoomote,30.7333,131.0,20.16,64,5,4.0,JP,1683839754
494,marechal deodoro,-9.7103,-35.895,26.67,79,27,4.79,BR,1683839755
495,nizhneangarsk,55.7833,109.55,-2.33,81,15,1.36,RU,1683839755
496,ha giang,22.8333,104.9833,22.7,93,100,1.08,VN,1683839756
497,necochea,-38.5473,-58.7368,11.89,57,50,2.74,AR,1683839756
498,kharp,66.8014,65.8081,-11.17,94,40,2.01,RU,1683839757
499,shimanovsk,52.0,127.7,11.92,36,100,4.82,RU,1683839757
500,targu secuiesc,46.0,26.1333,3.77,84,91,1.86,RO,1683839758
501,lumphat,13.4878,106.9816,24.24,96,100,0.93,KH,1683839758
502,prado,-17.3411,-39.2208,23.9,81,80,3.31,BR,1683839759
503,knyaze-volkonskoye,48.4642,135.4567,8.19,73,81,2.07,RU,1683839759
504,saudarkrokur,65.7461,-19.6394,10.85,74,100,7.11,IS,1683839759
505,dongsheng,39.8161,109.9776,11.85,31,2,6.85,CN,1683839759
506,"laikit, laikit ii (dimembe)",1.4792,124.9735,24.47,89,40,1.03,ID,1683839760
507,thyez,46.0825,6.5378,10.86,96,88,1.12,FR,1683839760
508,cacador,-26.7753,-51.015,9.61,77,3,1.22,BR,1683839760
509,qoryooley,1.7878,44.53,25.59,89,47,5.49,SO,1683839761
510,fort mcmurray,56.7268,-111.381,25.42,25,31,0.51,CA,1683839476
511,brigantine,39.4101,-74.3646,26.11,59,0,4.63,US,1683839761
512,kujang-up,39.8672,126.0303,12.43,82,100,0.37,KP,1683839761
513,metairie terrace,29.9785,-90.164,31.67,66,100,7.72,US,1683839762
514,myitkyina,25.3833,97.4,23.54,48,27,1.05,MM,1683839762
515,archangelos,36.2149,28.1149,17.99,80,89,5.33,GR,1683839762
516,lexington,37.9887,-84.4777,24.97,68,100,3.09,US,1683839556
517,cinco saltos,-38.8222,-68.0629,19.85,45,48,0.0,AR,1683839763
518,stillwater,36.1156,-97.0584,24.3,72,67,1.79,US,1683839605
519,waynesville,35.4887,-82.9887,22.92,65,100,1.35,US,1683839763
520,itamaraca,-7.7478,-34.8256,28.03,76,55,3.55,BR,1683839764
521,erbil,36.1926,44.0106,19.9,32,0,1.54,IQ,1683839764
522,agat village,13.3886,144.6585,28.53,92,36,0.45,GU,1683839764
523,kani keli,-12.9536,45.1033,25.59,74,3,1.74,YT,1683839764
524,maun,-19.9833,23.4167,18.04,39,41,2.58,BW,1683839609
525,kachkanar,58.7,59.4948,1.9,79,31,0.48,RU,1683839765
526,laurens,32.4502,-82.9165,30.24,61,0,2.57,US,1683839660
527,ada,43.4166,-116.1262,21.38,34,0,5.81,US,1683839766
528,zagora,30.3484,-5.8365,31.38,10,50,7.14,MA,1683839766
529,ghat,24.9647,10.1728,26.01,20,92,5.28,LY,1683839766
530,mersing,2.4312,103.8405,26.7,85,17,1.68,MY,1683839342
531,bafq,31.6128,55.4107,25.69,20,10,1.97,IR,1683839767
532,la passe,45.5549,-0.8967,13.88,81,10,4.21,FR,1683839767
533,nuku'alofa,-21.1333,-175.2,25.74,82,39,5.31,TO,1683839744
534,ratnagiri,16.9833,73.3,27.99,83,78,1.69,IN,1683839349
535,rio grande,-32.035,-52.0986,20.06,70,43,4.11,BR,1683839768
536,bamboo flat,11.7,92.7167,28.46,78,100,9.92,IN,1683839768
537,tselina,46.5338,41.0328,6.13,94,7,3.74,RU,1683839768
538,filingue,14.3521,3.3168,34.97,27,69,5.73,NE,1683839769
539,kaga bandoro,6.9896,19.1874,23.18,88,90,2.72,CF,1683839769
540,margate,51.3813,1.3862,12.05,83,4,0.45,GB,1683839769
541,guerrero negro,27.9769,-114.0611,18.42,60,35,9.8,MX,1683839770
542,taoudenni,22.6783,-3.9836,35.51,9,88,5.26,ML,1683839770
543,alofi,-19.0595,-169.9187,26.07,82,13,8.6,NU,1683839770
544,vyaz'ma,55.2104,34.2951,7.68,86,43,2.57,RU,1683839770
545,gumdag,39.2061,54.5906,23.46,40,0,2.81,TM,1683839771
546,elliot,-31.3333,27.85,10.83,67,61,1.16,ZA,1683839771
547,north bend,43.4065,-124.2243,21.25,71,0,5.14,US,1683839771
548,moletai,55.2333,25.4167,8.89,60,12,1.58,LT,1683839771
549,ndele,8.4109,20.6473,24.4,73,100,1.35,CF,1683839772
550,darhan,49.4867,105.9228,3.12,73,6,2.79,MN,1683839772
551,el fasher,13.6279,25.3494,32.66,28,98,3.91,SD,1683839772
552,tamarin,-20.3256,57.3706,25.31,80,57,5.09,MU,1683839773
553,goldap,54.3063,22.3036,8.41,58,5,3.23,PL,1683839773
554,zlatoust,55.1711,59.6508,6.66,29,85,2.24,RU,1683839773
555,novyy urgal,51.0736,132.5642,7.91,57,18,0.52,RU,1683839773
556,igra,57.5558,53.0547,5.77,63,25,2.34,RU,1683839774
557,sanctuary point,-35.1114,150.629,11.85,77,0,3.05,AU,1683839719
558,cam ranh,11.9214,109.1591,27.98,89,20,0.51,VN,1683839774
559,le muy,43.4738,6.5645,14.25,70,30,2.06,FR,1683839775
560,itaporanga,-7.3044,-38.1503,28.64,42,75,2.89,BR,1683839775
561,kyaikto,17.3,97.0167,26.49,84,100,2.77,MM,1683839775
562,weihai,37.5017,122.1136,15.51,48,100,4.05,CN,1683839775
563,nova vicosa,-17.8919,-39.3719,24.83,77,91,3.56,BR,1683839776
564,new norfolk,-42.7826,147.0587,8.84,68,100,1.34,AU,1683839704
565,castillos,-34.1667,-53.8333,15.63,55,99,3.26,UY,1683839776
566,hobyo,5.3505,48.5268,27.13,86,86,10.63,SO,1683839777
567,gizo,-8.103,156.8419,28.43,76,36,2.97,SB,1683839779
568,puerto colombia,10.9878,-74.9547,30.05,81,84,7.15,CO,1683839779
